gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,OnlineSecurity_bin,OnlineBackup_bin,DeviceProtection_bin,TechSupport_bin,StreamingTV_bin,StreamingMovies_bin,NumAddOnServices,HasSecuritySupport,HasStreaming,IsMonthToMonth,IsLongTermContract,IsAutoPayment,IsElectronicCheck,AvgChargePerMonth,ChargeGap,TenureGroup,TenureFlag_Short,HighMonthlyCharges,HighTotalCharges
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,229.7,No,0,0,0,0,0,0,0,0,0,1,0,0,1,57.425,18.94999999999999,0_12,1,0,0
Male,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,93.75,5625.55,No,1,0,0,1,0,1,3,1,1,0,1,0,1,96.99224137931034,281.8000000000002,49_plus,0,1,1
Female,1,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.55,6581.9,Yes,1,1,0,0,0,1,3,1,1,0,1,1,0,95.38985507246376,16.5,49_plus,0,1,1
Female,0,Yes,No,23,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),60.0,1347.15,No,0,0,0,1,1,0,2,1,1,0,1,1,0,56.13125,-32.84999999999991,13_24,0,0,0
Female,0,Yes,No,65,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),59.8,3808.2,No,0,0,0,1,1,0,2,1,1,0,1,1,0,57.699999999999996,-78.80000000000018,49_plus,0,0,1
Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.65,3974.15,No,0,0,0,0,1,1,2,0,1,0,1,1,0,88.31444444444445,-14.450000000000273,25_48,0,1,1
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.0,7661.8,No,1,1,1,0,1,1,5,1,1,0,1,1,0,106.41388888888889,-77.19999999999982,49_plus,0,1,1
Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),68.1,2479.25,No,1,0,1,1,0,0,3,1,0,0,1,1,0,65.24342105263158,-40.44999999999982,25_48,0,0,1
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,266.6,No,0,0,0,0,0,0,0,0,0,1,0,0,0,20.50769230769231,21.80000000000004,0_12,1,0,0
Male,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.95,5601.4,No,0,1,1,1,1,1,5,1,1,0,1,1,0,80.02,-53.150000000000546,49_plus,0,1,1
Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.55,1982.6,No,1,1,1,0,0,0,3,1,0,1,0,0,1,55.07222222222222,-136.6500000000001,25_48,0,0,1
Male,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.6,339.9,No,0,1,0,1,0,1,3,1,1,1,0,1,0,56.65,11.899999999999977,0_12,1,0,0
Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),82.5,4828.05,No,0,0,0,0,1,0,1,0,1,0,1,1,0,81.8313559322034,43.05000000000018,49_plus,0,1,1
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.3,5980.55,No,1,1,1,1,0,1,5,1,1,0,1,1,0,81.92534246575343,54.95000000000073,49_plus,0,1,1
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,68.15,4808.7,No,1,1,1,1,0,0,4,1,0,0,1,0,0,65.87260273972602,-98.10000000000036,49_plus,0,0,1
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.3,20.3,No,0,0,0,0,0,0,0,0,0,1,0,1,0,10.15,0.0,0_12,1,0,0
Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,95.55,3692.85,Yes,1,0,1,1,1,0,4,1,1,0,1,0,1,92.32124999999999,-33.59999999999991,25_48,0,1,1
Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.2,1068.15,No,0,0,0,0,0,0,0,0,0,0,1,1,0,19.78055555555556,-2.449999999999818,49_plus,0,0,0
Female,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.2,2383.6,No,0,0,1,1,0,1,3,1,1,1,0,0,1,85.12857142857142,-24.800000000000182,25_48,0,1,1
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,34.825,0.0,0_12,1,0,0
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.3,89.3,Yes,0,0,0,0,1,1,2,0,1,1,0,0,1,44.65,0.0,0_12,1,1,0
Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,74.8,1438.05,No,1,0,0,0,0,0,1,1,0,1,0,0,1,75.68684210526315,91.65000000000009,13_24,0,1,1
Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,917.45,No,0,0,0,0,0,0,0,0,0,0,1,0,0,19.52021276595745,-11.749999999999886,25_48,0,0,0
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,6096.45,No,1,0,1,1,1,1,5,1,1,0,1,1,0,83.51301369863013,19.649999999999636,49_plus,0,1,1
Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.55,3078.1,Yes,0,0,1,1,0,1,3,1,1,1,0,0,1,83.19189189189188,-73.69999999999982,25_48,0,1,1
Female,0,Yes,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,99.95,No,0,0,0,0,0,0,0,0,0,1,0,0,1,19.990000000000002,-0.6499999999999915,0_12,1,0,0
Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,475.2,No,0,0,0,0,0,0,0,0,0,0,1,1,0,18.276923076923076,-19.80000000000001,25_48,0,0,0
Female,0,Yes,Yes,40,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.85,2036.55,No,0,1,0,0,1,1,3,0,1,1,0,0,1,49.671951219512195,2.5499999999999545,25_48,0,0,1
Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.4,6444.05,No,0,1,1,0,1,1,4,0,1,1,0,0,1,100.68828125,-7.150000000000546,49_plus,0,1,1
Female,1,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.3,1426.75,Yes,1,0,1,1,0,1,4,1,1,1,0,0,0,89.171875,-17.75,13_24,0,1,1
Male,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,767.55,No,0,1,0,0,0,0,1,0,0,1,0,1,0,51.169999999999995,-9.450000000000045,13_24,0,0,0
Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,7932.5,No,0,1,1,1,1,1,5,1,1,0,1,1,0,108.66438356164383,30.5,49_plus,0,1,1
Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,4040.65,No,1,1,0,0,1,1,4,1,1,1,0,0,1,101.01625,-108.95000000000027,25_48,0,1,1
Female,0,Yes,Yes,47,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),60.0,2768.65,No,1,1,1,0,1,1,5,1,1,0,1,1,0,57.68020833333333,-51.34999999999991,25_48,0,0,1
Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.8,1672.35,No,1,1,0,1,0,0,3,1,0,1,0,1,0,83.61749999999999,-14.850000000000136,13_24,0,1,1
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,474.8,Yes,0,0,0,0,1,0,1,0,1,1,0,0,1,79.13333333333334,48.80000000000001,0_12,1,1,0
Female,0,No,No,13,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,446.1,Yes,0,0,0,0,0,1,1,0,1,1,0,0,1,31.864285714285717,-10.199999999999989,13_24,0,0,0
Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.05,1345.65,No,0,0,1,0,0,0,1,0,0,1,0,1,0,74.75833333333334,-15.199999999999818,13_24,0,1,0
Male,1,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,2425.4,No,0,0,0,0,0,0,0,0,0,1,0,0,1,69.29714285714286,-143.29999999999973,25_48,0,1,1
Female,0,No,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,2077.95,No,0,1,0,0,0,0,1,0,0,1,0,0,1,48.32441860465116,-3.150000000000091,25_48,0,0,1
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.3,416.3,Yes,0,1,0,0,0,0,1,0,0,1,0,0,1,69.38333333333334,9.800000000000011,0_12,1,1,0
Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,1663.5,No,0,0,0,0,0,0,0,0,0,0,1,1,0,23.104166666666668,-33.399999999999864,49_plus,0,0,1
Male,1,Yes,No,19,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,1286.05,No,1,0,1,0,1,0,3,1,1,1,0,1,0,64.3025,24.449999999999818,13_24,0,0,0
Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.6,35.85,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,11.950000000000001,-3.3500000000000014,0_12,1,0,0
Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.8,1094.35,No,0,0,0,0,0,0,0,0,0,0,1,1,0,18.86810344827586,22.749999999999773,49_plus,0,0,0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.4,7719.5,No,0,1,1,1,1,1,5,1,1,0,1,0,1,105.74657534246575,-85.30000000000018,49_plus,0,1,1
Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.95,514.6,No,0,1,0,0,0,1,2,0,1,1,0,0,0,73.51428571428572,-1.1000000000000227,0_12,1,1,0
Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.45,1451.6,Yes,0,0,0,0,0,1,1,0,1,1,0,0,1,80.64444444444445,-1.050000000000182,13_24,0,1,1
Male,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.9,4932.5,No,0,1,1,0,1,1,4,0,1,0,1,1,0,79.55645161290323,-2.4000000000005457,49_plus,0,1,1
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,35.5,0.0,0_12,1,1,0
Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),111.8,5443.65,No,1,1,1,1,1,1,6,1,1,0,1,1,0,111.09489795918367,77.25,25_48,0,1,1
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.6,330.25,No,0,0,0,0,0,0,0,0,0,1,0,1,0,19.426470588235293,0.6499999999999773,13_24,0,0,0
Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,746.5,Yes,0,0,0,0,0,1,1,0,1,1,0,0,1,74.65,-18.949999999999932,0_12,1,1,0
Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.6,122.7,No,0,0,0,0,0,0,0,0,0,1,0,0,1,30.675,-11.100000000000009,0_12,1,0,0
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.4,44.4,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,22.2,0.0,0_12,1,0,0
Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.1,6631.85,No,0,1,1,0,1,1,4,0,1,0,1,1,0,100.48257575757576,-199.64999999999964,49_plus,0,1,1
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.15,8250.0,No,1,1,1,1,1,1,6,1,1,0,1,1,0,116.19718309859155,189.5,49_plus,0,1,1
Male,0,Yes,No,60,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,59.8,3561.15,No,1,0,0,0,1,0,2,1,1,0,1,0,0,58.37950819672131,-26.84999999999991,49_plus,0,0,1
Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.3,1763.55,No,0,0,0,0,0,0,0,0,0,0,1,0,1,25.193571428571428,-51.15000000000009,49_plus,0,0,1
Female,1,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.55,2419.0,No,0,0,0,0,0,0,0,0,0,1,0,0,1,67.19444444444444,-50.25,25_48,0,1,1
Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,470.2,No,0,0,0,0,0,0,0,0,0,1,0,0,0,20.443478260869565,29.099999999999966,13_24,0,0,0
Male,0,Yes,Yes,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),79.85,5234.95,No,0,1,1,0,1,1,4,0,1,0,1,1,0,78.13358208955223,-35.149999999999636,49_plus,0,1,1
Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,35.15,0.0,0_12,1,0,0
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.35,79.35,Yes,0,0,0,0,1,0,1,0,1,1,0,1,0,39.675,0.0,0_12,1,1,0
Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.05,3097.0,No,0,0,1,0,0,1,2,0,1,1,0,1,0,88.48571428571428,35.30000000000018,25_48,0,1,1
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1709.1,No,0,0,0,0,0,0,0,0,0,0,1,1,0,23.412328767123288,-51.299999999999955,49_plus,0,0,1
Male,0,Yes,Yes,31,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,59.95,1848.8,No,1,0,1,1,1,1,5,1,1,0,1,0,1,57.775,-9.650000000000091,25_48,0,0,1
Male,0,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.35,723.3,No,0,0,0,0,0,0,0,0,0,0,1,1,0,23.33225806451613,-37.200000000000045,25_48,0,0,0
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.8,809.75,Yes,0,0,0,0,1,1,2,0,1,1,0,1,0,80.975,-7.449999999999932,0_12,1,1,0
Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.45,1470.95,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,70.04523809523809,61.950000000000045,13_24,0,1,1
Male,1,Yes,No,19,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),34.3,577.15,No,0,1,1,0,0,0,2,0,0,1,0,1,0,28.857499999999998,-74.54999999999995,13_24,0,0,0
Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.05,6914.95,No,1,0,1,0,1,1,4,1,1,1,0,0,1,104.77196969696969,86.69999999999982,49_plus,0,1,1
Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.3,602.9,No,0,0,0,0,0,0,0,0,0,0,1,0,0,19.448387096774194,23.899999999999977,25_48,0,0,0
Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.15,124.4,No,0,0,0,0,0,0,0,0,0,0,1,0,0,17.771428571428572,9.500000000000014,0_12,1,0,0
Female,0,No,No,2,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,51.4,96.8,No,0,1,0,0,1,1,3,0,1,1,0,0,1,32.266666666666666,-6.0,0_12,1,0,0
Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.85,3827.9,No,1,0,0,1,0,1,3,1,1,1,0,0,1,70.88703703703703,19.850000000000364,49_plus,0,1,1
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,533.05,No,0,0,0,0,0,0,0,0,0,1,0,0,1,66.63125,5.249999999999886,0_12,1,1,0
Female,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),49.7,2961.4,No,1,0,0,0,0,0,1,1,0,0,1,1,0,47.76451612903226,-70.30000000000018,49_plus,0,0,1
Male,1,No,No,70,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,45.25,3264.45,Yes,0,0,0,0,1,1,2,0,1,0,1,0,1,45.97816901408451,96.94999999999982,49_plus,0,0,1
Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.75,995.35,No,1,0,1,0,1,1,4,1,1,1,0,0,1,71.09642857142858,-28.399999999999977,13_24,0,1,0
Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),81.6,2815.25,No,0,0,1,0,0,0,1,0,0,0,1,1,0,78.20138888888889,-40.75,25_48,0,1,1
Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.4,154.8,No,0,0,0,0,0,0,0,0,0,1,0,1,0,51.6,14.0,0_12,1,1,0
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.8,246.3,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,61.575,18.900000000000034,0_12,1,1,0
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.1,257.6,No,0,0,0,0,0,0,0,0,0,1,0,0,1,64.4,29.30000000000004,0_12,1,1,0
Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.0,5757.2,No,0,0,0,0,1,1,2,0,1,0,1,1,0,91.38412698412698,-70.80000000000018,49_plus,0,1,1
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),103.95,7517.7,No,1,1,1,1,0,1,5,1,1,0,1,1,0,102.98219178082192,33.29999999999927,49_plus,0,1,1
Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.95,1234.8,No,0,0,0,0,0,0,0,0,0,0,1,1,0,19.29375,-22.049999999999955,49_plus,0,0,0
Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.3,1389.2,Yes,0,0,0,0,0,0,0,0,0,1,0,1,0,66.15238095238095,-36.799999999999955,13_24,0,1,0
Female,1,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.8,3836.3,No,1,1,1,1,1,1,6,1,1,0,1,1,0,106.5638888888889,-41.69999999999982,25_48,0,1,1
Male,1,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,1474.75,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,67.0340909090909,23.65000000000009,13_24,0,0,1
Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,96.1,6001.45,No,1,1,0,0,0,1,3,1,1,0,1,0,1,95.2611111111111,43.25,49_plus,0,1,1
Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,720.1,No,0,0,0,0,0,0,0,0,0,1,0,0,0,45.00625,-11.899999999999977,13_24,0,0,0
Female,0,No,No,55,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.55,2832.75,No,1,0,0,0,0,0,1,1,0,1,0,1,0,50.58482142857143,52.5,49_plus,0,0,1
Female,0,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.65,472.25,No,0,0,0,0,0,0,0,0,0,1,0,0,0,39.354166666666664,-18.899999999999977,0_12,1,0,0
Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.25,1460.65,Yes,0,0,1,0,1,0,2,0,1,1,0,0,1,81.14722222222223,-39.59999999999991,13_24,0,1,1
Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.45,1336.35,No,0,0,0,0,0,0,0,0,0,0,1,1,0,21.554032258064513,149.89999999999986,49_plus,0,0,0
Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.3,6388.65,No,1,1,1,1,1,1,6,1,1,0,1,1,0,88.73124999999999,48.349999999999454,49_plus,0,1,1
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.0,153.05,Yes,0,0,0,0,0,0,0,0,0,1,0,1,0,51.01666666666667,13.050000000000011,0_12,1,0,0
Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,677.9,No,0,0,0,0,0,0,0,0,0,0,1,0,0,18.830555555555556,4.149999999999977,25_48,0,0,0
Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.5,1165.6,No,0,0,0,0,0,0,0,0,0,1,0,1,0,64.75555555555555,-32.90000000000009,13_24,0,1,0
Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.35,2119.5,Yes,0,0,0,0,1,1,2,0,1,1,0,0,1,96.3409090909091,75.15000000000009,13_24,0,1,1
Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.65,921.55,No,0,0,0,0,0,0,0,0,0,0,1,1,0,19.198958333333334,-2.0,25_48,0,0,0
Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,72.0,No,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0,9.449999999999996,0_12,1,0,0
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,68.35,No,0,0,0,0,0,0,0,0,0,1,0,0,0,17.0875,9.399999999999999,0_12,1,0,0
Male,1,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.35,847.25,No,0,0,0,0,0,0,0,0,0,0,1,1,0,18.82777777777778,-4.150000000000091,25_48,0,0,0
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.0,44.0,No,0,0,0,0,0,0,0,0,0,1,0,0,0,22.0,0.0,0_12,1,0,0
Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,94.4,4295.35,No,0,1,1,0,0,1,3,0,1,0,1,0,1,95.45222222222223,141.75,25_48,0,1,1
Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.9,135.0,Yes,0,0,0,0,0,0,0,0,0,1,0,1,0,22.5,5.5,0_12,1,0,0
Male,0,No,No,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.65,1400.55,Yes,1,0,0,0,0,0,1,1,0,1,0,1,0,56.022,64.95000000000005,13_24,0,0,1
Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,34.825,0.0,0_12,1,0,0
Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1380.4,No,1,0,0,0,0,0,1,1,0,1,0,0,1,72.65263157894738,23.200000000000045,13_24,0,1,0
