gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,OnlineSecurity_bin,OnlineBackup_bin,DeviceProtection_bin,TechSupport_bin,StreamingTV_bin,StreamingMovies_bin,NumAddOnServices,HasSecuritySupport,HasStreaming,IsMonthToMonth,IsLongTermContract,IsAutoPayment,IsElectronicCheck,AvgChargePerMonth,ChargeGap,TenureGroup,MonthlyCharges_IsMonthToMonth,MonthlyCharges_SeniorCitizen,Tenure_MonthlyCharges
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,0,0,0,0,0,0,0,0,0,1,0,0,1,34.925,0.0,0_12,69.85,0.0,69.85
Female,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,62.65,2274.9,1,1,0,1,0,0,3,1,0,1,0,0,1,64.99714285714286,144.80000000000018,25_48,62.65,0.0,2130.1
Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.4,1057.85,0,0,0,0,0,0,0,0,0,0,1,1,0,17.63083333333333,-27.75,49_plus,0.0,0.0,1085.6
Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7459.05,0,1,1,0,1,1,4,0,1,0,1,1,0,102.17876712328767,194.25,49_plus,0.0,0.0,7264.8
Female,0,No,No,68,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,44.95,3085.35,0,1,0,1,0,1,3,1,1,1,0,0,1,44.71521739130435,28.749999999999545,49_plus,44.95,0.0,3056.6000000000004
Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,431.0,0,0,0,0,0,0,0,0,0,1,0,0,0,43.1,26.44999999999999,0_12,44.95,0.0,404.55
Male,1,Yes,Yes,22,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.05,880.2,1,0,0,0,0,1,2,1,1,1,0,0,0,38.2695652173913,-0.8999999999998636,13_24,40.05,40.05,881.0999999999999
Male,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.0,1250.1,0,0,0,0,0,0,0,0,0,0,1,1,0,19.84285714285714,10.099999999999909,49_plus,0.0,0.0,1240.0
Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,95.65,6856.95,1,1,0,0,1,0,3,1,1,0,1,0,0,95.23541666666667,65.79999999999927,49_plus,0.0,0.0,6791.150000000001
Female,0,Yes,No,20,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.45,482.8,0,0,0,0,0,0,0,0,0,1,0,0,1,22.99047619047619,-6.199999999999989,13_24,24.45,0.0,489.0
Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,5931.0,0,1,0,0,0,1,2,0,1,1,0,0,1,89.86363636363636,38.75,49_plus,90.65,0.0,5892.25
Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.35,165.2,1,1,0,0,0,0,2,1,0,1,0,0,1,41.3,-0.8500000000000227,0_12,55.35,0.0,166.05
Female,0,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,1,1,1,1,1,1,6,1,1,0,1,1,0,81.83478260869566,40.0,49_plus,0.0,0.0,5606.6
Female,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,91.45,0,0,0,0,0,0,0,0,0,1,0,0,0,18.29,11.25,0_12,20.05,20.05,80.2
Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.3,5610.15,0,1,1,0,0,1,3,0,1,0,1,0,1,95.08728813559321,140.75,49_plus,0.0,0.0,5469.4
Female,0,Yes,Yes,5,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.4,232.55,1,0,0,0,0,0,1,1,0,1,0,0,0,38.75833333333333,-14.449999999999989,0_12,49.4,0.0,247.0
Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),70.65,5011.15,1,1,1,0,1,0,4,1,1,0,1,1,0,68.6458904109589,-75.65000000000055,49_plus,0.0,0.0,5086.8
Male,0,No,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,0,0,0,1,0,0,1,1,0,1,0,1,0,45.82592592592592,-40.59999999999991,25_48,49.15,0.0,1277.8999999999999
Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.6,122.7,0,0,0,0,0,0,0,0,0,1,0,0,1,30.675,-11.100000000000009,0_12,44.6,0.0,133.8
Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.4,460.25,0,0,0,0,0,0,0,0,0,1,0,1,0,16.4375,-63.549999999999955,25_48,19.4,0.0,523.8
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,80.25,0,0,0,0,1,0,1,0,1,1,0,0,1,40.125,0.0,0_12,80.25,0.0,80.25
Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.7,826.1,0,0,0,0,0,0,0,0,0,0,1,1,0,24.29705882352941,-22.0,25_48,0.0,0.0,848.1
Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.2,1441.1,1,0,0,0,0,0,1,1,0,1,0,0,1,72.05499999999999,50.299999999999955,13_24,73.2,0.0,1390.8
Female,1,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.8,2660.2,1,1,0,0,1,1,4,1,1,1,0,0,0,102.3153846153846,90.19999999999982,25_48,102.8,102.8,2570.0
Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.1,1873.7,0,0,0,0,0,1,1,0,1,1,0,0,1,81.46521739130435,1.5000000000002274,13_24,85.1,0.0,1872.1999999999998
Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,740.3,0,0,1,0,1,1,3,0,1,1,0,0,1,82.25555555555555,-17.300000000000068,0_12,94.7,0.0,757.6
Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.0,860.85,0,0,0,0,0,0,0,0,0,0,1,1,0,19.13,-19.149999999999977,25_48,0.0,0.0,880.0
Female,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.7,3131.8,1,1,0,0,0,0,2,1,0,1,0,0,1,55.925000000000004,68.30000000000018,49_plus,55.7,0.0,3063.5
Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,4564.9,0,0,1,0,1,1,3,0,1,1,0,0,1,97.12553191489361,17.800000000000182,25_48,98.85,98.85,4547.099999999999
Male,0,No,No,2,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.45,87.3,1,0,0,1,0,0,2,1,0,1,0,0,0,29.099999999999998,-21.60000000000001,0_12,54.45,0.0,108.9
Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,65.05,1427.55,1,1,1,0,0,0,3,1,0,1,0,0,0,62.06739130434782,-3.5499999999999545,13_24,65.05,0.0,1431.1
Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,4388.4,0,1,0,0,1,1,3,0,1,1,0,0,1,99.73636363636363,45.399999999999636,25_48,101.0,101.0,4343.0
Female,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),62.8,418.3,0,0,1,1,0,1,3,1,1,1,0,1,0,52.2875,-21.299999999999955,0_12,62.8,0.0,439.59999999999997
Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,0,0,0,0,0,0,0,0,0,1,0,0,1,37.2,0.0,0_12,74.4,74.4,74.4
Male,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.55,408.5,0,1,0,0,0,1,2,0,1,1,0,0,1,68.08333333333333,-19.25,0_12,85.55,85.55,427.75
Female,0,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,2413.05,0,0,0,0,0,0,0,0,0,0,1,0,0,40.89915254237288,-144.75,49_plus,0.0,0.0,2557.8
Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.95,2107.15,0,1,1,1,0,0,3,1,0,1,0,0,1,84.286,44.34999999999991,13_24,85.95,0.0,2062.8
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,411.25,0,0,0,0,0,0,0,0,0,0,1,0,0,21.644736842105264,57.55000000000001,13_24,0.0,0.0,353.7
Male,1,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.0,4052.4,0,0,0,0,0,0,0,0,0,1,0,0,1,72.36428571428571,-17.59999999999991,49_plus,74.0,74.0,4070.0
Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,1,1,1,0,0,0,3,1,0,0,1,1,0,60.40338983050848,66.40000000000055,49_plus,0.0,0.0,3497.3999999999996
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.15,317.25,0,0,0,0,0,1,1,0,1,1,0,0,1,63.45,0.6499999999999773,0_12,79.15,0.0,316.6
Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,763.1,0,0,0,0,0,0,0,0,0,0,1,1,0,19.566666666666666,18.299999999999955,25_48,0.0,0.0,744.8000000000001
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,50.6,0,0,0,0,0,0,0,0,0,1,0,0,0,16.866666666666667,11.800000000000004,0_12,19.4,0.0,38.8
Female,0,No,No,46,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),54.35,2460.15,0,0,1,1,0,0,2,1,0,0,1,1,0,52.3436170212766,-39.94999999999982,25_48,0.0,0.0,2500.1
Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.95,5974.3,0,0,1,0,1,0,2,0,1,0,1,1,0,86.5840579710145,-142.30000000000018,49_plus,0.0,0.0,6116.6
Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45,0,0,0,0,0,1,1,0,1,1,0,1,0,76.6225,-101.54999999999995,13_24,86.0,0.0,1634.0
Female,0,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,3370.2,1,0,1,1,0,1,4,1,1,0,1,1,0,47.46760563380281,-119.30000000000018,49_plus,0.0,0.0,3489.5
Female,0,No,No,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.95,4233.95,0,0,1,1,1,1,4,1,1,0,1,1,0,79.88584905660377,24.549999999999272,49_plus,0.0,0.0,4209.400000000001
Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.55,6118.95,1,1,1,0,1,1,5,1,1,1,0,0,1,111.25363636363636,203.25,49_plus,109.55,0.0,5915.7
Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73.0,5163.0,1,1,1,0,1,0,4,1,1,0,1,1,0,74.82608695652173,199.0,49_plus,0.0,0.0,4964.0
Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.35,2896.6,0,0,0,0,1,0,1,0,1,1,0,0,1,82.75999999999999,-5.299999999999727,25_48,85.35,0.0,2901.8999999999996
Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,4613.95,0,0,0,0,1,1,2,0,1,1,0,1,0,92.279,-60.650000000000546,49_plus,95.4,0.0,4674.6
Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.75,7069.3,0,0,1,0,1,1,3,0,1,0,1,0,1,99.56760563380281,-53.19999999999982,49_plus,0.0,0.0,7122.5
Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.75,7842.3,1,1,1,1,1,1,6,1,1,0,1,1,0,110.4549295774648,-190.19999999999982,49_plus,0.0,0.0,8032.5
Male,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.4,1413.0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.428571428571427,-99.79999999999995,49_plus,0.0,0.0,1512.8
Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,301.4,0,0,0,0,0,0,0,0,0,1,0,0,1,60.279999999999994,2.7999999999999545,0_12,74.65,0.0,298.6
Female,0,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.9,2033.85,1,1,0,0,0,0,2,1,0,1,0,0,0,59.81911764705882,24.149999999999864,25_48,60.9,0.0,2009.7
Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,96.8,1826.7,0,1,0,1,1,0,3,1,1,1,0,0,0,86.9857142857143,-109.29999999999995,13_24,96.8,0.0,1936.0
Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,90.15,2044.95,0,0,1,0,0,1,2,0,1,1,0,0,0,85.20625,-28.500000000000227,13_24,90.15,0.0,2073.4500000000003
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,1,0,0,0,1,0,2,1,1,0,1,0,1,65.17430555555556,-7.649999999999636,49_plus,0.0,0.0,4700.2
Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.95,3767.4,0,0,0,1,1,1,3,1,1,1,0,1,0,94.185,-130.6500000000001,25_48,99.95,0.0,3898.05
Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,486.2,0,0,0,0,0,0,0,0,0,0,1,1,0,20.258333333333333,42.299999999999955,13_24,0.0,0.0,443.90000000000003
Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,4847.35,1,0,0,0,1,1,3,1,1,1,0,0,0,96.947,-94.29999999999927,49_plus,100.85,0.0,4941.65
Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.45,900.9,0,0,0,0,0,0,0,0,0,0,1,1,0,18.018,-101.14999999999998,49_plus,0.0,0.0,1002.05
Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,90.85,0,0,0,0,1,1,2,0,1,1,0,0,1,45.425,0.0,0_12,90.85,0.0,90.85
Female,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,1101.85,0,1,0,0,0,0,1,0,0,1,0,0,1,73.45666666666666,-3.4500000000000455,13_24,78.95,78.95,1105.3
Male,1,No,No,11,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.25,662.95,1,1,0,0,0,0,2,1,0,1,0,1,0,55.24583333333334,0.20000000000004547,0_12,60.25,60.25,662.75
Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),97.25,7133.1,0,1,0,0,1,1,3,0,1,0,1,1,0,97.71369863013699,131.10000000000036,49_plus,0.0,97.25,7002.0
Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.1,4060.55,1,1,1,1,0,0,4,1,0,1,0,1,0,90.23444444444445,-123.84999999999945,25_48,95.1,0.0,4184.4
Female,0,Yes,No,31,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.2,1498.55,0,0,0,1,0,0,1,1,0,1,0,0,0,46.8296875,-26.65000000000009,25_48,49.2,0.0,1525.2
Female,0,No,Yes,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),65.6,1010.0,1,1,1,1,0,0,4,1,0,0,1,1,0,63.125,26.000000000000114,13_24,0.0,0.0,983.9999999999999
Female,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.15,2494.65,0,1,1,0,1,1,4,0,1,1,0,0,1,99.786,-4.950000000000273,13_24,104.15,0.0,2499.6000000000004
Female,1,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,0,1,0,1,0,0,2,1,0,1,0,1,0,55.45757575757575,81.29999999999995,25_48,54.65,54.65,1748.8
Female,0,No,Yes,8,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.5,330.8,1,0,0,0,0,1,2,1,1,1,0,0,1,36.75555555555556,22.80000000000001,0_12,38.5,0.0,308.0
Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,0,1,0,1,1,1,4,1,1,0,1,0,1,105.87777777777778,40.399999999999636,49_plus,0.0,106.8,7582.8
Female,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.95,2960.1,1,0,1,0,0,1,3,1,1,0,1,1,0,42.287142857142854,-72.45000000000027,49_plus,0.0,0.0,3032.55
Female,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.85,854.8,0,0,0,0,0,0,0,0,0,0,1,1,0,21.369999999999997,80.64999999999986,25_48,0.0,0.0,774.1500000000001
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.9,299.75,0,0,0,0,1,0,1,0,1,1,0,0,0,59.95,-15.850000000000023,0_12,78.9,0.0,315.6
Male,1,Yes,No,53,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,60.05,3229.65,1,0,0,1,0,0,2,1,0,0,1,0,1,59.80833333333334,47.000000000000455,49_plus,0.0,60.05,3182.6499999999996
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.1,79.1,0,0,0,0,1,0,1,0,1,1,0,0,1,39.55,0.0,0_12,79.1,79.1,79.1
Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.55,1415.55,0,1,0,0,1,1,3,0,1,1,0,0,1,94.36999999999999,7.849999999999909,13_24,100.55,0.0,1407.7
Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.05,608.15,0,0,0,0,1,0,1,0,1,1,0,1,0,50.67916666666667,2.6000000000000227,0_12,55.05,0.0,605.55
Female,0,No,No,6,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,63.4,348.8,1,1,1,1,1,1,6,1,1,0,1,0,0,49.82857142857143,-31.599999999999966,0_12,0.0,0.0,380.4
Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,1441.65,0,0,0,0,0,0,0,0,0,0,1,1,0,20.893478260869568,108.84999999999991,49_plus,0.0,0.0,1332.8000000000002
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,51.6,0,0,0,0,0,0,0,0,0,1,0,0,0,17.2,11.899999999999999,0_12,19.85,0.0,39.7
Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.65,1761.05,0,0,1,0,0,1,2,0,1,1,0,0,0,88.0525,57.69999999999982,13_24,89.65,0.0,1703.3500000000001
Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,489.45,0,1,0,0,1,0,2,0,1,1,0,0,1,69.92142857142856,-22.64999999999992,0_12,85.35,0.0,512.0999999999999
Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.8,5458.8,0,1,0,0,1,1,3,0,1,0,1,1,0,92.52203389830508,-213.59999999999945,49_plus,0.0,97.8,5672.4
Male,0,No,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.35,31.35,0,1,0,0,0,0,1,0,0,1,0,0,0,15.675,0.0,0_12,31.35,0.0,31.35
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,0,0,0,0,0,0,0,0,0,1,0,0,0,22.2,0.0,0_12,44.4,0.0,44.4
Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.4,5149.5,0,1,0,0,1,1,3,0,1,1,0,1,0,95.36111111111111,-65.70000000000073,49_plus,98.4,0.0,5215.200000000001
Female,1,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.7,3778.1,1,1,0,1,0,0,3,1,0,1,0,1,0,82.13260869565217,-78.40000000000009,25_48,85.7,85.7,3856.5
Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.3,4916.4,1,0,1,1,1,1,5,1,1,0,1,0,1,83.32881355932203,27.0,49_plus,0.0,0.0,4889.4
Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,690.25,0,0,0,0,0,0,0,0,0,0,1,0,0,20.301470588235293,10.449999999999932,25_48,0.0,0.0,679.8000000000001
Male,0,Yes,Yes,23,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),30.35,678.75,0,0,0,1,0,0,1,1,0,1,0,1,0,28.28125,-19.300000000000068,13_24,30.35,0.0,698.0500000000001
Male,1,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5,0,1,0,0,0,0,1,0,0,1,0,1,0,49.274193548387096,15.5,25_48,50.4,50.4,1512.0
Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,377.85,0,0,0,0,0,0,0,0,0,1,0,0,1,53.978571428571435,-40.94999999999993,0_12,69.8,0.0,418.79999999999995
Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,283.95,1,0,0,0,0,0,1,1,0,1,0,0,1,47.324999999999996,14.949999999999989,0_12,53.8,0.0,269.0
Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,0,0,1,1,1,1,4,1,1,1,0,1,0,93.57,-58.09999999999991,25_48,98.8,0.0,2865.2
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,19.05,0,0,0,0,0,0,0,0,0,1,0,0,0,9.525,0.0,0_12,19.05,0.0,19.05
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,85.45,0,0,1,0,1,0,2,0,1,1,0,0,1,42.725,0.0,0_12,85.45,0.0,85.45
Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,292.4,0,0,0,0,0,0,0,0,0,0,1,0,0,19.493333333333332,6.800000000000011,13_24,0.0,0.0,285.59999999999997
Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.9,1595.5,0,0,0,0,0,0,0,0,0,0,1,0,0,24.546153846153846,1.900000000000091,49_plus,0.0,0.0,1593.6
Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.65,1171.3,0,0,0,0,0,0,0,0,0,0,1,1,0,25.463043478260868,62.049999999999955,25_48,0.0,0.0,1109.25
Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.15,194.55,1,0,0,1,0,0,2,1,0,1,0,0,1,64.85000000000001,34.25,0_12,80.15,0.0,160.3
Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,4400.75,1,0,1,0,1,1,4,1,1,1,0,0,1,102.34302325581395,-17.650000000000546,25_48,105.2,0.0,4418.400000000001
Male,0,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.75,3942.45,0,0,1,1,1,1,4,1,1,0,1,0,0,73.00833333333333,-231.30000000000018,49_plus,0.0,0.0,4173.75
